Id;Reference;ItemDescriptor;Rarity;IsVisible;ItemType;IsConsumable;Gold;USD;EUR;GBP;RUB;Matrix;MarketName;MarketShortDescription;MarketDescription;SliderDescription;
164;CardBackKhalim;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;A prodigy of the Djidan order, Khalim defied his masters and engaged in a worldly war.\n\nThis item unlocks a new card back for your deck.;;
165;CardBackKrog;;LEGENDARY;TRUE;CARD_BACK;;40000;-1;-1;-1;-1;;;;Krog believes himself to be the Ogre King. No one else does.\n\nThis item unlocks a new card back for your deck.;;
166;CardBackMagda;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;The world's greatest legends are mere pieces on Queen Magda's chessboard.\n\nThis item unlocks a new card back for your deck.;;
167;CardBackRapala;;LEGENDARY;;CARD_BACK;;40000;-1;-1;-1;-1;;;;Some fish just want to watch the world burn.\n\nThis item unlocks a new card back for your deck.;;
168;CardBackRuunin;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;Ruunin is the deathless guardian of the natural order. She has outlived every friend she's ever known.\n\nThis item unlocks a new card back for your deck.;;
169;OrbFugoro;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;Fugoro is the world's most daring merchant. He often sneaks past Orosei to steal the treasures of Pandora.\n\nThis item unlocks a new orb for your avatar.;;
170;OrbHoaka;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;A master of warfare, Hoaka would be unbeatable if he didn't continually invent impractical new tactics.\n\nThis item unlocks a new orb for your avatar.;;
171;OrbJalmyr;;LEGENDARY;;ORB;;40000;-1;-1;-1;-1;;;;This mysterious sphinx watches over the cosmos and plays tutor to gods.\n\nThis item unlocks a new orb for your avatar.;;
172;OrbKhalim;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;A prodigy of the Djidan order, Khalim defied his masters and engaged in a worldly war.\n\nThis item unlocks a new orb for your avatar.;;
173;OrbKrog;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;Krog believes himself to be the Ogre King. No one else does.\n\nThis item unlocks a new orb for your avatar.;;
174;OrbMagda;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;The world's greatest legends are mere pieces on Queen Magda's chessboard.\n\nThis item unlocks a new orb for your avatar.;;
175;OrbPower;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Crafted from stones of an old faeria well. These stones help newborn gods to channel the power of faeria. \n\nThis item unlocks a new orb for your avatar.;;
176;OrbRapala;;LEGENDARY;;ORB;;40000;-1;-1;-1;-1;;;;Some fish just want to watch the world burn.\n\nThis item unlocks a new orb for your avatar.;;
177;OrbRuunin;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Ruunin is the deathless guardian of the natural order. She has outlived every friend she's ever known.\n\nThis item unlocks a new orb for your avatar.;;
178;OrbTarum;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;Tarum was the first seed ever planted. He has seen the rise of mountains, the birth of dragons, and the fall of ancient gods.\n\nThis item unlocks a new orb for your avatar.;;
179;WellHoaka;;LEGENDARY;TRUE;WELL;;40000;-1;-1;-1;-1;;;;A master of warfare, Hoaka would be unbeatable if he didn't continually invent impractical new tactics.\n\nThis item unlocks a new pair of wells for your board.;;
180;WellKhalim;;EPIC;TRUE;WELL;;18000;-1;-1;-1;-1;;;;A prodigy of the Djidan order, Khalim defied his masters and engaged in a worldly war.\n\nThis item unlocks a new pair of wells for your board.;;
181;WellRuunin;;EPIC;TRUE;WELL;;18000;-1;-1;-1;-1;;;;Ruunin is the deathless guardian of the natural order. She has outlived every friend she's ever known.\n\nThis item unlocks a new pair of wells for your board.;;
182;WellFugoro;;LEGENDARY;TRUE;WELL;;40000;-1;-1;-1;-1;;;;Fugoro is the world's most daring merchant. He often sneaks past Orosei to steal the treasures of Pandora.\n\nThis item unlocks a new pair of wells for your board.;;
183;WellJalmyr;;LEGENDARY;;WELL;;40000;-1;-1;-1;-1;;;;This mysterious sphinx watches over the cosmos and plays tutor to gods.\n\nThis item unlocks a new pair of wells for your board.;;
184;WellKrog;;LEGENDARY;TRUE;WELL;;40000;-1;-1;-1;-1;;;;Krog believes himself to be the Ogre King. No one else does.\n\nThis item unlocks a new pair of wells for your board.;;
185;WellMagda;;EPIC;TRUE;WELL;;18000;-1;-1;-1;-1;;;;The world's greatest legends are mere pieces on Queen Magda's chessboard.\n\nThis item unlocks a new pair of wells for your board.;;
186;WellRapala;;LEGENDARY;;WELL;;40000;-1;-1;-1;-1;;;;Some fish just want to watch the world burn.\n\nThis item unlocks a new pair of wells for your board.;;
187;SteamPack;STEAM_PACK;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
188;AdventurePouchBundleBasic;ADVENTURE_POUCH_BUNDLE_BASIC;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
189;AdventurePouchBundleFull;ADVENTURE_POUCH_BUNDLE_FULL;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
190;GemStarterBundle;GEM_STARTER_BUNDLE;UNDEFINED;TRUE;BUNDLE;;-1;-1;-1;-1;-1;Tier 10;Gem Starter Pack;Gems, cosmetics and Legendary content inside!;Contains 5000 Gems, 1 Mythic Chest and 1 Legendary card that you don't own yet (unless you own all of them, in which case you will receive a substantial compensation in Shards). Can only be purchased once.;;
191;AvatarYakForcer;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;You have the right to remain fuzzy.;;
192;AvatarYakkar;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;The elite of the elite. These yaks protect the balance of reality.;;
193;AvatarYakFarmer;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;You either die a hero or live long enough to see yourself become the farmer.;;
194;AvatarYakHippie;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;In life, don't forget to stop and eat the roses.;;
195;AvatarYakFancy;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;Sir Yakkinton is the world's most sought after dinner guest.;;
196;AvatarYakDragon;;LEGENDARY;;AVATAR;;-1;-1;-1;-1;-1;;;;Some dragons like yaks. REALLY like yaks.;;
197;AvatarYakFat;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;"""A yak is happiest just before he's eaten."" -The Book of Seifer";;
198;AvatarYakPirate;;EPIC;;AVATAR;;-1;-1;-1;-1;-1;;;;The legendary captain Yak Sparrow. Scourge of the seven skies.;;
199;AvatarYakKing;;LEGENDARY;;AVATAR;;-1;-1;-1;-1;-1;;;;King Yaknus, first of his name, breaker of yokes and beast of all burdens.;;
200;EmoteFugoroGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
201;EmoteFugoroTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
202;EmoteFugoroWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
203;EmoteFugoroWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
204;EmoteFugoroOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
205;EmoteFugoroUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
206;EmoteKhalimGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
207;EmoteKhalimTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
208;EmoteKhalimWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
209;EmoteKhalimWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
210;EmoteKhalimOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
211;EmoteKhalimUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
212;EmoteRuuninGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
213;EmoteRuuninTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
214;EmoteRuuninWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
215;EmoteRuuninWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
216;EmoteRuuninOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
217;EmoteRuuninUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
218;BundleEmoteFugoro;BUNDLE|200|201|202|203|204|205;LEGENDARY;;BUNDLE;;8750;-1;-1;-1;-1;;;;;;
219;BundleEmoteKhalim;BUNDLE|206|207|208|209|210|211;EPIC;;BUNDLE;;3000;-1;-1;-1;-1;;;;;;
220;BundleEmoteRuunin;BUNDLE|212|213|214|215|216|217;EPIC;;BUNDLE;;3000;-1;-1;-1;-1;;;;;;
221;BundleSetFugoro;BUNDLE|155|161|169|182|218;LEGENDARY;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Fugoro's Set;;Adventurer, sage, thief, daredevil, romantic. He is... The most interesting frog in the world (and the owner of this shop)!\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
222;BundleSetKhalim;BUNDLE|151|164|172|180|219;EPIC;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Khalim's Set;;A prodigy of the Djidan order, Khalim defied his masters and engaged in a worldly war.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
223;BundleSetRuunin;BUNDLE|153|168|177|181|220;EPIC;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Ruunin's Set;;Ruunin is the deathless guardian of the natural order. She has outlived every friend she's ever known.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
224;EmoteKrogGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
225;EmoteKrogTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
226;EmoteKrogWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
227;EmoteKrogWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
228;EmoteKrogOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
229;EmoteKrogUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
230;BundleEmoteKrog;BUNDLE|224|225|226|227|228|229;LEGENDARY;;BUNDLE;;8750;-1;-1;-1;-1;;;;;;
231;BundleSetKrog;BUNDLE|157|165|173|184|230;LEGENDARY;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Krog's Set;;Krog believes himself to be the Ogre King. No one else does.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
232;EmoteMagdaGreetings;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
233;EmoteMagdaTaunt;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
234;EmoteMagdaWellPlayed;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
235;EmoteMagdaWow;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
236;EmoteMagdaOops;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
237;EmoteMagdaUnique;;EPIC;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
238;BundleEmoteMagda;BUNDLE|232|233|234|235|236|237;EPIC;;BUNDLE;;3000;-1;-1;-1;-1;;;;;;
239;BundleSetMagda;BUNDLE|152|166|174|185|238;EPIC;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Magda's Set;;The world's greatest legends are mere pieces on Queen Magda's chessboard.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
240;AvatarYakCynical;;LEGENDARY;;AVATAR;;-1;-1;-1;-1;-1;;;;"This yak is here to ask and answer one simple question, ""What's the best deck in faeria?""";;
241;WildAct1;ACT|20001;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
242;WildAct2;ACT|20002;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
243;WildAct3;ACT|20003;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
244;WildAct4;ACT|20004;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
245;WildAct5;ACT|20005;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
246;WildAct6;ACT|20006;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
247;WellTarum;;LEGENDARY;TRUE;WELL;;40000;-1;-1;-1;-1;;;;Tarum was the first seed ever planted. He has seen the rise of mountains, the birth of dragons, and the fall of ancient gods.\n\nThis item unlocks a new pair of wells for your board.;;
248;CardBackTarum;;LEGENDARY;TRUE;CARD_BACK;;40000;-1;-1;-1;-1;;;;Tarum was the first seed ever planted. He has seen the rise of mountains, the birth of dragons, and the fall of ancient gods.\n\nThis item unlocks a new card back for your deck.;;
249;EmoteTarumGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
250;EmoteTarumTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
251;EmoteTarumWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
252;EmoteTarumWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
253;EmoteTarumOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
254;EmoteTarumUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
255;BundleEmoteTarum;BUNDLE|249|250|251|252|253|254;LEGENDARY;;BUNDLE;;8750;-1;-1;-1;-1;;;;;;
256;BundleSetTarum;BUNDLE|11|178|247|248|255;LEGENDARY;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Tarum's Set;;Tarum was the first seed ever planted. He has seen the rise of mountains, the birth of dragons, and the fall of ancient gods.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
257;WildAct7;ACT|20007;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
258;WildAct8;ACT|20008;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
259;WildAct9;ACT|20009;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
260;WildAct10;ACT|20010;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
261;WildAct11;ACT|20011;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
262;WildAct12;ACT|20012;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
263;WildAct13;ACT|20013;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
264;WildAct14;ACT|20014;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
265;WildAct15;ACT|20015;UNDEFINED;TRUE;ACT;;-1;-1;-1;-1;-1;;Wild Mission Pack;;Contains 7 missions. Completing these missions will reward enough experience to gain 2 or 3 levels.\nThe missions inside the pack are selected at random.;;
266;EmoteHoakaGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
267;EmoteHoakaTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
268;EmoteHoakaWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
269;EmoteHoakaWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
270;EmoteHoakaOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
271;EmoteHoakaUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
272;BundleEmoteHoaka;BUNDLE|266|267|268|269|270|271;LEGENDARY;;BUNDLE;;8750;-1;-1;-1;-1;;;;;;
273;BundleSetHoaka;BUNDLE|147|162|170|179|272;LEGENDARY;TRUE;BUNDLE;;-1;-1;-1;-1;-1;;Hoaka's Set;;A master of warfare, Hoaka would be unbeatable if he didn't continually invent impractical new tactics.\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
274;ActOverskyIsle01;ACT|30001;UNDEFINED;;ACT;;-1;-1;-1;-1;-1;;;;;;
275;ActOverskyIsle02;ACT|30002;UNDEFINED;;ACT;;-1;-1;-1;-1;-1;;;;;;
276;CardsOverskyIsle02;CARD_BUNDLE|503|503|503|505|510|510|510|515|515|515|521|521|521|530|530|530|532;UNDEFINED;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
277;OverskyIsle02;BUNDLE|276|275;UNDEFINED;TRUE;ACT;;5700;-1;-1;-1;-1;;Ulani's Realm Island Bundle;;Unlock <color=white>Ulani's Realm</color> and win the loyalty of the Oversky's greatest shaman! This island gives you <color=white>4 co-op missions</color>, <color=white>7 Oversky cards</color>, a <color=white>unique ally</color> to help on your future co-op adventures, and <color=white>bonus points for your Adventure Pouch</color> (if you own one)!;;
278;ActOverskyIsle03;ACT|30003;UNDEFINED;;ACT;;-1;-1;-1;-1;-1;;;;;;
279;CardsOverskyIsle03;CARD_BUNDLE|508|508|508|512|513|513|513|519|520|520|520|522|522|522|528|528|528;UNDEFINED;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
280;OverskyIsle03;BUNDLE|279|278;UNDEFINED;TRUE;ACT;;5700;-1;-1;-1;-1;;Wisplight Falls Island Bundle;;Unlock the <color=white>Wisplight Falls</color> and discover the secrets of the elemental spirits with Sir Yakkinton! This island gives you <color=white>4 co-op missions</color>, <color=white>7 Oversky cards</color>, a <color=white>unique ally</color> to help on your future co-op adventures, and <color=white>bonus points for your Adventure Pouch</color> (if you own one)!;;
281;ActOverskyIsle04;ACT|30004;UNDEFINED;;ACT;;-1;-1;-1;-1;-1;;;;;;
282;CardsOverskyIsle04;CARD_BUNDLE|514|514|514|516|517|517|517|518|518|518|524|524|524|525|525|525|529|529|529|531|531|531;UNDEFINED;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
283;OverskyIsle04;BUNDLE|282|281;UNDEFINED;TRUE;ACT;;5700;-1;-1;-1;-1;;Pirate's Aerie Island Bundle;;Unlock the island of <color=white>Pirate's Aerie</color> and challenge CAP-10, the mechanical sky pirate! This island gives you <color=white>4 co-op missions</color>, <color=white>8 Oversky cards</color>, a <color=white>unique ally</color> to help on your future co-op adventures, and <color=white>bonus points for your Adventure Pouch</color> (if you own one)!;;
284;ActOverskyIsle05;ACT|30005;UNDEFINED;;ACT;;-1;-1;-1;-1;-1;;;;;;
285;CardsOverskyIsle05;CARD_BUNDLE|500|500|500|506|506|506|507|509|511|511|511|523|523|523|526|526|526|527|527|527;UNDEFINED;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
286;OverskyIsle05;BUNDLE|285|284;UNDEFINED;TRUE;ACT;;5700;-1;-1;-1;-1;;Gaea's Navel Island Bundle;;Unlock the beautiful <color=white>Gaea's Navel</color> and reach the Tree of Everlife! This island gives you <color=white>4 co-op missions</color>, <color=white>8 Oversky cards</color>, a <color=white>unique ally</color> to help on your future co-op adventures, and <color=white>bonus points for your Adventure Pouch</color> (if you own one)!;;
287;CoOpAllyAi01;CO_OP_ALLY_AI|-1;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
288;CoOpAllyAi02;CO_OP_ALLY_AI|-2;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
289;CoOpAllyAi03;CO_OP_ALLY_AI|-3;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
290;CoOpAllyAi04;CO_OP_ALLY_AI|-4;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
291;CoOpAllyAi05;CO_OP_ALLY_AI|-5;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
292;CoOpAllyAi06;CO_OP_ALLY_AI|-6;UNDEFINED;;CO_OP_ALLY_AI;;-1;-1;-1;-1;-1;;;;;;
293;OverskyIsleBundle;BUNDLE|277|280|283|286;UNDEFINED;TRUE;SUMMARY_BUNDLE;;-1;-1;-1;-1;-1;;Oversky Island Bundle;;Unlock <color=white>all islands</color> in Faeria's mythical Oversky! This contains <color=white>16 co-op missions</color>, <color=white>all Oversky cards</color>, and <color=white>bonus points</color> if you own an Adventure Pouch.;;
294;OrbAdventurer;;LEGENDARY;;ORB;;-1;-1;-1;-1;-1;;;;Follow the steps of the young Fugoro in his oversky trip!\n\nThis item unlocks a new orb for your avatar.;;
295;AvatarAdventurer;;LEGENDARY;;AVATAR;;-1;-1;-1;-1;-1;;;;Follow the steps of the young Fugoro in his oversky trip!\n\nThis item unlocks a new avatar for your orb.;;
296;WellAdventurer;;LEGENDARY;;WELL;;-1;-1;-1;-1;-1;;;;Follow the steps of the young Fugoro in his oversky trip!\n\nThis item unlocks a new pair of wells for your board.;;
297;CardBackAdventurer;;LEGENDARY;;CARD_BACK;;-1;-1;-1;-1;-1;;;;Follow the steps of the young Fugoro in his oversky trip!\n\nThis item unlocks a new card back for your deck.;;
298;EmoteAdventurerGreetings;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
299;EmoteAdventurerTaunt;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
300;EmoteAdventurerWellPlayed;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
301;EmoteAdventurerWow;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
302;EmoteAdventurerOops;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
303;EmoteAdventurerUnique;;LEGENDARY;;EMOTE;;-1;-1;-1;-1;-1;;;;;;
304;BundleEmoteAdventurer;BUNDLE|298|299|300|301|302|303;LEGENDARY;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
305;BundleSetAdventurer;BUNDLE|294|295|296|297|304;LEGENDARY;;BUNDLE;;-1;-1;-1;-1;-1;;The Adventurer's Set;;Follow the steps of the young Fugoro in his oversky trip!\n\nThis set unlocks the character's special avatar, orb, wells, card back and 6 emotes.;;
306;OverskyPioneerBundle;BUNDLE|49;UNDEFINED;TRUE;SUMMARY_BUNDLE;;32500;-1;-1;-1;-1;;Pioneer Pouch;;Unlock your <color=white>Adventure Pouch</color> and receive a free <color=white>mythic chest</color>. Gain access to the <color=white>Emperor's Daily Challenge</color>, exclusively available to Adventure Pouch owners!;;
307;OverskySupporterBundle;BUNDLE|277|280|283|286|305|306;UNDEFINED;TRUE;SUMMARY_BUNDLE;;107500;-1;-1;-1;-1;;Supporter Pouch;;Unlock <color=white>all islands</color> in Faeria's mythical Oversky, as well as your own Adventure Pouch! This contains <color=white>16 co-op missions</color>, <color=white>exclusive rewards</color>, the <color=white>Adventure Pouch</color>, access to the <color=white>Emperor's Daily Challenge</color>, a free mythic chest and the Adventurer's <color=white>cosmetic set</color>!;;
308;ShoreOverskyDay;SHORE|7;UNDEFINED;;SHORE;;-1;-1;-1;-1;-1;;Oversky Day Shore;;;;
309;ShoreOverskyNight;SHORE|8;UNDEFINED;;SHORE;;-1;-1;-1;-1;-1;;Oversky Night Shore;;;;
310;AvatarUlani;;EPIC;TRUE;AVATAR;;18000;-1;-1;-1;-1;;;;Rakoan children laugh with the wind, dance with the waves, sleep among the leaves, and trade secrets with fire. Ulani never quite grew up.;;
311;AvatarTaranga;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;The Rakoa had no word for war, but Taranga knew it was something to be resisted.;;
312;AvatarCap10;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Long ago this mech was created as a defender. Now he has been reprogrammed for piracy!;;
313;CardBackFaeriaWorldCircuit;;LEGENDARY;;CARD_BACK;;-1;-1;-1;-1;-1;;;;You have earned the respect of the dragons.\n\nThis item unlocks a new card back for your deck.;;
314;OrbLoyalty;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;;;
315;DlcPremium;DLC_PREMIUM;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
316;DlcFallOfEverlife;DLC_FALL_OF_EVERLIFE;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
317;ShoreOverskyCorrupt;SHORE|9;UNDEFINED;;SHORE;;-1;-1;-1;-1;-1;;Oversky Corrupt Shore;;;;
318;WellRunicBlue;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Some faeria wells brush against the realm of Pandora, becoming entangled with the powers of fortune and destiny. \n\nThis item unlocks a new type of well for your board.;;
319;WellRunicGreen;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Some faeria wells brush against the realm of Pandora, becoming entangled with the powers of fortune and destiny. \n\nThis item unlocks a new type of well for your board.;;
320;WellRunicRed;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Some faeria wells brush against the realm of Pandora, becoming entangled with the powers of fortune and destiny. \n\nThis item unlocks a new type of well for your board.;;
321;WellRunicYellow;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Some faeria wells brush against the realm of Pandora, becoming entangled with the powers of fortune and destiny. \n\nThis item unlocks a new type of well for your board.;;
322;WellFallOfEverlife;;EPIC;;WELL;;-1;-1;-1;-1;-1;;;;The fall of Everlife spread corruption through its roots, contaminating even the purest faeria deep beneath the earth. \n\nThis item unlocks a new type of well for your board.;;
323;WellRoots;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;There is not a single living thing that does not thrive on a steady diet of faeria. \n\nThis item unlocks a new type of well for your board.;;
324;WellFloatingStones;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Found throughout Eversky, many suspect these wells are the source of the isles skyborn nature.\n\nThis item unlocks a new type of well for your board.;;
