ID;IsActive;Name;Type;Char. Name;Char. Level;Req. Level;Difficulty;IsCoOp;XP reward;Coin reward;Gem;Blue Chest reward;Pink Chest Reward;Cards reward;Acts reward;Avatar reward;Orb reward;Card Back reward;Feature reward;Gold card;Co-op ally AI;Lore page reward;Shore;Avatar;Card Back;Orb;Wells;World location;Image;;;;;;
136;TRUE;PANDORA_AURORA_A_02;Pandora;Aurora;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
137;TRUE;PANDORA_AURORA_A_03;Pandora;Aurora;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
138;TRUE;PANDORA_AURORA_B_01;Pandora;Aurora;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
139;TRUE;PANDORA_AURORA_B_02;Pandora;Aurora;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
140;TRUE;PANDORA_AURORA_B_03;Pandora;Aurora;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
141;TRUE;PANDORA_BALHAR_A_01;Pandora;Balhar;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
142;TRUE;PANDORA_BALHAR_A_02;Pandora;Balhar;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
143;TRUE;PANDORA_BALHAR_A_03;Pandora;Balhar;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
144;TRUE;PANDORA_BALHAR_B_01;Pandora;Balhar;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
145;TRUE;PANDORA_BALHAR_B_02;Pandora;Balhar;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
146;TRUE;PANDORA_BALHAR_C_01;Pandora;Balhar;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
147;TRUE;PANDORA_BALHAR_C_02;Pandora;Balhar;30;;70;;80;;;;;;;;;;;;;;ShorePandora;AvatarKingsGuard;CardBackBasic;OrbBasic;WellBasic;;;;;;;;
148;TRUE;PANDORA_BOMR_A_03;Pandora;Seifer;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
149;TRUE;PANDORA_EMISSARY_A_01;Pandora;Khalim;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
150;TRUE;PANDORA_EMISSARY_B_01;Pandora;Khalim;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
151;TRUE;PANDORA_HOAKA_A_01;Pandora;Hoaka;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
152;TRUE;PANDORA_HOAKA_A_02;Pandora;Hoaka;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
153;TRUE;PANDORA_HOAKA_A_03;Pandora;Hoaka;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
154;TRUE;PANDORA_HOAKA_B_01;Pandora;Hoaka;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
155;TRUE;PANDORA_HOAKA_B_02;Pandora;Hoaka;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
156;TRUE;PANDORA_HOAKA_B_03;Pandora;Hoaka;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
157;TRUE;PANDORA_HOAKA_C_01;Pandora;Hoaka;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
158;TRUE;PANDORA_HOAKA_C_02;Pandora;Hoaka;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
159;TRUE;PANDORA_KHALIM_A_02;Pandora;Khalim;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
160;TRUE;PANDORA_KHALIM_A_04;Pandora;Khalim;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
161;TRUE;PANDORA_KHALIM_B_02;Pandora;Khalim;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
162;TRUE;PANDORA_KROG_A_01;Pandora;Krog;30;;30;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
163;TRUE;PANDORA_KROG_A_02;Pandora;Krog;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
164;TRUE;PANDORA_KROG_A_03;Pandora;Krog;30;;80;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
165;TRUE;PANDORA_KROG_A_04;Pandora;Krog;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
166;TRUE;PANDORA_KROG_B_01;Pandora;Krog;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
167;TRUE;PANDORA_KROG_B_02;Pandora;Krog;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
168;TRUE;PANDORA_KROG_B_03;Pandora;Krog;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
169;TRUE;PANDORA_KROG_C_01;Pandora;Krog;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
170;TRUE;PANDORA_KROG_C_02;Pandora;Krog;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarKrog;CardBackKrog;OrbKrog;WellKrog;;;;;;;;
171;TRUE;PANDORA_MAGDA_A_01;Pandora;Magda;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
172;TRUE;PANDORA_MAGDA_A_02;Pandora;Magda;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
173;TRUE;PANDORA_MAGDA_A_03;Pandora;Magda;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
174;TRUE;PANDORA_MAGDA_B_01;Pandora;Magda;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
175;TRUE;PANDORA_MAGDA_B_02;Pandora;Magda;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
176;TRUE;PANDORA_MAGDA_B_03;Pandora;Magda;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
177;TRUE;PANDORA_MAGDA_C_01;Pandora;Magda;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
178;TRUE;PANDORA_MAGDA_D_01;Pandora;Magda;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
179;TRUE;PANDORA_MAGDA_E_01;Pandora;Magda;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarMagda;CardBackMagda;OrbMagda;WellMagda;;;;;;;;
180;TRUE;PANDORA_RUUNIN_A_01;Pandora;Ruunin;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
181;TRUE;PANDORA_RUUNIN_A_02;Pandora;Ruunin;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
182;TRUE;PANDORA_RUUNIN_A_03;Pandora;Ruunin;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
183;TRUE;PANDORA_RUUNIN_B_01;Pandora;Ruunin;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
184;TRUE;PANDORA_RUUNIN_b_02;Pandora;Ruunin;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
185;TRUE;PANDORA_RUUNIN_C_01;Pandora;Ruunin;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
186;TRUE;PANDORA_RUUNIN_C_02;Pandora;Ruunin;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
187;TRUE;PANDORA_SEIFER_A_01;Pandora;Seifer;30;;50;;80;;;;;;;;;;;;;;ShorePandora;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
188;TRUE;PANDORA_SEIFER_A_02;Pandora;Seifer;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
189;TRUE;PANDORA_SEIFER_A_03;Pandora;Seifer;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
190;TRUE;PANDORA_SEIFER_A_04;Pandora;Seifer;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
191;TRUE;PANDORA_SHARRA_A_02;Pandora;Sharra;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
192;TRUE;PANDORA_SHARRA_A_03;Pandora;Sharra;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
193;TRUE;PANDORA_SHARRA_A_04;Pandora;Sharra;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
194;TRUE;PANDORA_SHARRA_B_02;Pandora;Sharra;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
195;TRUE;PANDORA_SHARRA_C_02;Pandora;Sharra;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
196;TRUE;PANDORA_SHARRA_D_02;Pandora;Sharra;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
197;TRUE;PANDORA_SHARRA_E_02;Pandora;Sharra;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
198;TRUE;PANDORA_TAESA_A_03;Pandora;Taesa;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarTaesa;CardBackBasic;OrbArcane;WellArcane;;;;;;;;
199;TRUE;PANDORA_TAESA_B_03;Pandora;Taesa;30;;80;;80;;;;;;;;;;;;;;ShorePandora;AvatarTaesa;CardBackBasic;OrbArcane;WellArcane;;;;;;;;
200;TRUE;PANDORA_TARUM_A_02;Pandora;Tarum;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
201;TRUE;PANDORA_TARUM_A_03;Pandora;Tarum;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
202;TRUE;PANDORA_TARUM_A_04;Pandora;Tarum;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
203;TRUE;PANDORA_TARUM_B_02;Pandora;Tarum;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
204;TRUE;PANDORA_TARUM_B_03;Pandora;Tarum;30;;100;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
205;TRUE;PANDORA_VERDURAN_A_02;Pandora;Tarum;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
206;TRUE;PANDORA_VERDURAN_B_02;Pandora;Tarum;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
207;TRUE;PANDORA_VERDURAN_C_02;Pandora;Tarum;30;;60;;80;;;;;;;;;;;;;;ShorePandora;AvatarTarum;CardBackTarum;OrbTarum;WellTarum;;;;;;;;
208;TRUE;EXTENDED_AURORA_01;Epic;Aurora;30;;90;;;;;;;;;;;;;;;;ShoreGabria;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
209;TRUE;EXTENDED_AURORA_02;Epic;Aurora;30;;90;;;;;;;;;;;;;;;;ShoreGabria;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
210;TRUE;EXTENDED_AURORA_03;Epic;Aurora;30;;90;;;;;;;;;;;;;;;;ShoreGabria;AvatarAurora;CardBackAurora;OrbAurora;WellAurora;;;;;;;;
211;TRUE;EXTENDED_BLOODWELL_01;Epic;Seifer;30;;90;;;;;;;;;;;;;;;;ShoreMenethyr;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
212;TRUE;EXTENDED_HOAKA_01;Epic;Hoaka;30;;90;;;;;;;;;;;;;;;;ShoreGabria;AvatarHoaka;CardBackHoaka;OrbHoaka;WellHoaka;;;;;;;;
213;TRUE;EXTENDED_KHALIM_01;Epic;Khalim;30;;90;;;;;;;;;;;;;;;;ShoreAmai;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
214;TRUE;EXTENDED_KHALIM_02;Epic;Khalim;30;;90;;;;;;;;;;;;;;;;ShoreAmai;AvatarKhalim;CardBackKhalim;OrbKhalim;WellKhalim;;;;;;;;
215;TRUE;EXTENDED_RAPALA_01;Epic;Rapala;30;;90;;;;;;;;;;;;;;;;ShorePandora;AvatarRapala;CardBackRapala;OrbRapala;WellRapala;;;;;;;;
216;TRUE;EXTENDED_RAPALA_02;Epic;Rapala;30;;90;;;;;;;;;;;;;;;;ShorePandora;AvatarRapala;CardBackRapala;OrbRapala;WellRapala;;;;;;;;
217;TRUE;EXTENDED_RUUNIN_01;Epic;Ruunin;30;;90;;;;;;;;;;;;;;;;ShoreForest;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
218;TRUE;EXTENDED_RUUNIN_02;Epic;Ruunin;30;;90;;;;;;;;;;;;;;;;ShoreForest;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
219;TRUE;EXTENDED_RUUNIN_03;Epic;Ruunin;30;;90;;;;;;;;;;;;;;;;ShoreForest;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
220;TRUE;EXTENDED_RUUNIN_04;Epic;Ruunin;30;;90;;;;;;;;;;;;;;;;ShoreForest;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
221;TRUE;EXTENDED_RUUNIN_05;Epic;Ruunin;30;;90;;;;;;;;;;;;;;;;ShoreForest;AvatarRuunin;CardBackRuunin;OrbRuunin;WellRuunin;;;;;;;;
222;FALSE;EXTENDED_SEIFER_01;Epic;Seifer;30;;90;;;;;;;;;;;;;;;;ShoreMenethyr;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
223;TRUE;EXTENDED_SEIFER_02;Epic;Seifer;30;;90;;;;;;;;;;;;;;;;ShoreMenethyr;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
224;TRUE;EXTENDED_SEIFER_03;Epic;Seifer;30;;90;;;;;;;;;;;;;;;;ShoreMenethyr;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
225;TRUE;EXTENDED_SEIFER_04;Epic;Seifer;30;;90;;;;;;;;;;;;;;;;ShoreMenethyr;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;;;;;;;;
226;TRUE;EXTENDED_SHARRA_01;Epic;Sharra;30;;90;;;;;;;;;;;;;;;;ShoreSyland;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
227;TRUE;EXTENDED_SHARRA_02;Epic;Sharra;30;;90;;;;;;;;;;;;;;;;ShoreSyland;AvatarSharra;CardBackSharra;OrbSharra;WellSharra;;;;;;;;
228;TRUE;BOSS_KING_YAKNUS;Epic;King Yaknus;50;8;100;;1500;;;;;;;;;;;;;;ShoreMenethyr;AvatarYakKing;CardBack1605Gold;OrbChampion4;WellJalmyr;VALLEY_OF_YAKS;;;;;;;
229;TRUE;BOSS_GREEN_GENIE;Epic;Arboria;60;10;100;;1500;;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental3;CardBackTarum;OrbTarum;WellTarum;SHIMMERING_GROVE;;;;;;;
230;TRUE;BOSS_BLUE_YELLOW_SURVIVAL;Survival;Seifer;70;12;100;;1500;;;;;;;;;;;;;;ShoreSyland;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;MAGDAS_RISE;;;;;;;
231;TRUE;BOSS_YAKKAR;Epic;Yakkar;90;15;100;;1500;;;;;;;;;;;;;;ShoreSyland;AvatarYakkar;CardBackKrog;OrbKrog;WellKrog;YAKKARRAN;;;;;;;
232;TRUE;BOSS_AZURE_GENIE;Epic;Udina;90;18;100;;1500;;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental3;CardBackAurora;OrbArcane;WellArcane;TOMB_OF_SUNKEN_EMPEROR;;;;;;;
233;TRUE;BOSS_GREEN_RED_SURVIVAL;Survival;Seifer;90;20;100;;1500;;;;;;;;;;;;;;ShoreSyland;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;CRYSTAL_PLAINS;;;;;;;
234;TRUE;BOSS_YELLOW_GENIE;Epic;Dagdan;90;22;100;;1500;;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental3;CardBackKhalim;OrbArcane;WellKhalim;HOWLING_DESERT;;;;;;;
235;TRUE;BOSS_CRIMSON_GENIE;Epic;Pyrhos;99;25;100;;1500;;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental3;CardBackSeifer;OrbValor;WellSeifer;FORGE_OF_CREATION;;;;;;;
236;TRUE;BOSS_DARK_WISP;Epic;Dark Wisp;30;30;100;;1500;;;;;;;;;;;;;;ShoreMenethyr;AvatarDarkWisp;CardBackBasic;OrbBasic;WellBasic;HOLLOWDEEP;;;;;;;
237;TRUE;BOSS_FOUR_COLOR_01;Survival;Seifer;99;35;100;;1500;;;;;;;;;;;;;;ShoreForest;AvatarSeifer;CardBackSeifer;OrbSeifer;WellSeifer;FOREST_OF_TRIALS;;;;;;;
238;TRUE;BOSS_RAIZEON;Epic;Raizeon;90;40;100;;1500;;;;;;;;;;;;;;ShoreVoid;AvatarRaizeon;CardBackRapala;OrbChampion4;WellRapala;COSMIC_PORTAL;;;;;;;
239;TRUE;BOSS_JALMYR;Epic;Jalmyr;90;50;100;;1500;;;;;;;;;;;;;;ShoreGabria;AvatarJalmyr;CardBackJalmyr;OrbJalmyr;WellJalmyr;POOLS_OF_SOLACE;;;;;;;
240;TRUE;OVERSKY_ISLAND_01_MISSION01;Epic;Cassius;10;;100;TRUE;100;;;;;;;;;;;502|502;;;ShoreOverskyDay;AvatarBasic;CardBackAdventurer;OrbAdventurer;WellAdventurer;CLOUD_PORT;;;;;;;
241;TRUE;OVERSKY_ISLAND_01_MISSION02;Epic;Balhar;10;;100;TRUE;100;;;;;;;;;;;501|501;;;ShoreOverskyDay;AvatarKingsGuard;CardBackAdventurer;OrbAdventurer;WellAdventurer;PRISON_CAMP;;;;;;;
242;TRUE;OVERSKY_ISLAND_01_MISSION03;Epic;The Egg;10;;100;TRUE;100;;;;;;;;;;;501|502;;;ShoreOverskyDay;AvatarTheEgg;CardBackAdventurer;OrbAdventurer;WellAdventurer;GUARDED_NEST;;;;;;;
243;TRUE;OVERSKY_ISLAND_01_MISSION04;Epic;Fafnir;10;;100;TRUE;100;;;;;;30002|30003|30004|30005;;;;;504;Fugoro;;ShoreOverskyDay;AvatarYakDragon;CardBackDragon;OrbSharra;WellSharra;FAFNIR_RISES;;;;;;;
244;TRUE;OVERSKY_ISLAND_02_MISSION01;Epic;Peace Blossom;10;;100;TRUE;100;;;;;;;;;;;515|515|515;;;ShoreOverskyDay;AvatarYakHippie;CardBackAdventurer;OrbAdventurer;WellAdventurer;BOHEMANA;;;;;;;
245;TRUE;OVERSKY_ISLAND_02_MISSION02;Epic;Chief Taranga;10;;100;TRUE;100;;;;;;;;;;;521|521|521|510|510|510;;;ShoreOverskyDay;AvatarTaranga;CardBackAdventurer;OrbAdventurer;WellAdventurer;RAKOTUA_VILLAGE;;;;;;;
246;TRUE;OVERSKY_ISLAND_02_MISSION03;Epic;Elder Fluffie;10;;100;TRUE;100;;;;;;;;;;;503|503|503|505;;;ShoreOverskyDay;AvatarYakFat;CardBackAdventurer;OrbAdventurer;WellAdventurer;MAU-TAHA;;;;;;;
247;TRUE;OVERSKY_ISLAND_02_MISSION04;Epic;Ulani;10;;100;TRUE;100;;;;;;;;;;;530|530|530|532;Ulani;;ShoreOverskyDay;AvatarUlani;CardBackAdventurer;OrbAdventurer;WellAdventurer;ERUNA_S_LIGHT;;;;;;;
248;TRUE;OVERSKY_ISLAND_03_MISSION01;Epic;Splashy;10;;100;TRUE;100;;;;;;;;;;;513|513|513;;;ShoreOverskyDay;AvatarBlueElemental1;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
249;TRUE;OVERSKY_ISLAND_03_MISSION02;Epic;Woody;10;;100;TRUE;100;;;;;;;;;;;508|508|508|520|520|520;;;ShoreOverskyDay;AvatarGreenElemental1;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
250;TRUE;OVERSKY_ISLAND_03_MISSION03;Epic;Sparky;10;;100;TRUE;100;;;;;;;;;;;522|522|522|512;;;ShoreOverskyDay;AvatarRedElemental1;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
251;TRUE;OVERSKY_ISLAND_03_MISSION04;Epic;Breezy;10;;100;TRUE;100;;;;;;;;;;;528|528|528|519;Sir Yakkinton;;ShoreOverskyDay;AvatarYellowElemental1;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
252;TRUE;OVERSKY_ISLAND_04_MISSION01;Epic;Yak Sparrow;10;;100;TRUE;100;;;;;;;;;;;525|525|525|529|529|529;;;ShoreOverskyDay;AvatarYakPirate;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
253;TRUE;OVERSKY_ISLAND_04_MISSION02;Epic;Asamir;10;;100;TRUE;100;;;;;;;;;;;517|517|517|518|518|518;;;ShoreOverskyDay;AvatarKeldranEmissary;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
254;TRUE;OVERSKY_ISLAND_04_MISSION03;Epic;Grey Beard;10;;100;TRUE;100;;;;;;;;;;;531|531|531|524|524|524;;;ShoreOverskyDay;AvatarKoboldMercenary;CardBackAdventurer;OrbAdventurer;WellAdventurer;UNKNOWN;;;;;;;
255;TRUE;OVERSKY_ISLAND_04_MISSION04;Epic;CAP-10;10;;100;TRUE;100;;;;;;;;;;;514|514|514|516;CAP-10;;ShoreOverskyDay;AvatarCap10;CardBackBombSlinger;OrbBombSlinger;WellBombSlinger;UNKNOWN;;;;;;;
256;TRUE;OVERSKY_ISLAND_05_MISSION01;Epic;Faeroa;10;;100;TRUE;100;;;;;;;;;;;506|506|506|511|511|511;;;ShoreOverskyNight;AvatarGreenElemental2;CardBackRapala;OrbRapala;WellTarum;UNKNOWN;;;;;;;
257;TRUE;OVERSKY_ISLAND_05_MISSION02;Epic;Valorne;10;;100;TRUE;100;;;;;;;;;;;523|523|523|527|527|527;;;ShoreOverskyNight;AvatarVerduranForce;CardBackRapala;OrbRapala;WellTarum;UNKNOWN;;;;;;;
258;TRUE;OVERSKY_ISLAND_05_MISSION03;Epic;The Dark Envoy;10;;100;TRUE;100;;;;;;;;;;;500|500|500|507;;;ShoreOverskyNight;AvatarShaytanAssassin;CardBackRapala;OrbRapala;WellTarum;UNKNOWN;;;;;;;
259;TRUE;OVERSKY_ISLAND_05_MISSION04;Epic;Rapala;10;;100;TRUE;100;;;;;;;;;;;526|526|526|509;Rapala;;ShoreOverskyNight;AvatarRapala;CardBackRapala;OrbRapala;WellTarum;UNKNOWN;;;;;;;
260;TRUE;LIMITED_BOSS_BATTLE;Mutagen;Kaios;50;;100;TRUE;100;;;;;;;;;;;;;;ShoreOverskyDay;AvatarKaios;CardBackKaios;OrbKaios;WellKaios;BARRIER_REEF;;;;;;;
10001;TRUE;ACT_TRAINING;Act;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10002;TRUE;ACT_SHARRA;Act;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10003;TRUE;ACT_AURORA;Act;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10004;TRUE;ACT_RAPALA;Act;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10005;TRUE;ACT_SEIFER;Act;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10006;TRUE;ACT_HOAKA;Act;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10007;TRUE;ACT_FUGORO;Act;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10008;TRUE;ACT_MAGDA;Act;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
