1.cardName;農場男孩
365.cardText;{combat}：您召喚的下一個{combat}生物獲得+1/+1。
366.cardName;陰風指引者
366.cardText;{flying}\n鄰近此生物召喚的友方生物獲得{dash|2}和{flying}。
367.cardName;神佑護衛
367.cardText;{divine}\n當您遭到致死傷害時，此生物將自毀並隔擋該次傷害。
368.cardName;王之諭令
368.cardText;給予一個目標:\n- 生物: -2/-1\n建築: 3傷害\n-主神: 4生命
369.cardName;權慾幻影
369.cardText;{charge|2}\n每當您召喚費用小於或等於{faeria|1}的生物時，權慾幻影獲得其攻擊力與生命值 (當此生物位於您的牌庫或手牌時)。
370.cardName;深林潛獵者
370.cardText;{gift}：此生物可以與目標敵方生物交戰。
371.cardName;克羅格的晚餐
371.cardText;您的克羅格的召喚費用減少{faeria|7}，當您召喚克羅格時摧毀此生物。 \n{gift} - 若克羅格已死亡或仍在您的牌組之中，將其抽至您的手牌。
372.cardName;愛歐娜的微笑
372.cardText;抽取2張位於牌庫最上方的{flying}生物。
400.cardName;潘朵拉碎片
401.cardName;潘朵拉覺醒
401.cardText;潘朵拉的盒子已經開啟，雙方玩家都獲得一個<b>寶藏</b>！
402.cardName;找到寶藏！
402.cardText;雙方玩家都獲得一個<b>寶藏</b>！\n抽一張牌。
403.cardName;黑暗水晶
403.cardText;奪取對手4點生命，對所有敵方生物造成3點傷害，並抽兩張牌。
404.cardName;氂牛戰號
404.cardText;召喚3個具有{haste}的2/4<b>憤怒的草原氂牛</b>。
405.cardName;星際武器
405.cardText;{flying}\n{gift}：摧毀所有相鄰的生物、建築和地塊。
406.cardName;時之笛
406.cardText;在此回合結束後，您得到額外一回合。
407.cardName;神燈
407.cardText;{options|將3張隨機綠色卡牌加入您的手牌，其費用減少{faeria|3}|將3張隨機藍色卡牌加入您的手牌，其費用減少{faeria|3}|將3張隨機紅色卡牌加入您的手牌，其費用減少{faeria|3}|將3張隨機黃色卡牌加入您的手牌，其費用減少{faeria|3}}\n選擇一個顏色，將3張該顏色的隨機卡牌加入您的手牌，其費用減少{faeria|3}。
408.cardName;加百列的骨灰罈
408.cardText;抽兩張牌並獲得{faeria|2}。
409.cardName;愛歐娜之鏡
409.cardText;複製對手最後施放的<b>寶藏卡</b>，將兩張複製品放進您的手牌。
410.cardName;血石魔像
410.cardText;{production}：重新填滿所有靈井。\n每當有靈力被採集時，對敵方主神造成1點傷害。
411.cardName;宮廷高腳杯
411.cardText;隨機分配+6/+6予友方生物。
412.cardName;珥頓之鼓
412.cardText;給予您所有的生物+2/+2，不論他們在哪裡。
413.cardName;造雲機
413.cardText;友方生物擁有{flying}、{jump}和+1/+0。
414.cardName;支配之戒
414.cardText;{options|將一塊地塊轉換成{green}，並獲得其控制權。|將一塊地塊轉換成{blue}，並獲得其控制權。|將一塊地塊轉換成{red}，並獲得其控制權。|將一塊地塊轉換成{yellow}，並獲得其控制權。}\n將一塊地塊轉換為您選定的顏色，並獲得其控制權。
415.cardName;世界之淚
415.cardText;將一個本回合攻擊過主神的生物轉化為具有{flying}的10/10<b>噬天獸</b>。
416.cardName;發條氂牛
416.cardText;{dash|2}
417.cardName;二分裁決者
417.cardText;{gift}：您獲得6點生命。\n{last_words}：對敵方主神造成6點傷害。
418.cardName;瑪戈妲的玫瑰
418.cardText;獲得一個敵方生物的控制權。
419.cardName;奧羅拉的茶壺
419.cardText;將所有友方生物變成6/6。
420.cardName;幸運石
420.cardText;將三張隨機<b>寶藏卡</b>洗入您的牌庫。
421.cardName;力量之秘
421.cardText;給予目標生物+4/+4、{flying}和{charge|3}。
422.cardName;虛空守衛
422.cardText;{gift}：摧毀您的牌組。
423.cardName;水晶龍
423.cardText;{flying}、{charge|3}
424.cardName;烈焰紅寶石
424.cardText;{options|造成3點傷害|對一切造成3點傷害}\n- 造成3點傷害。\n- 對一切造成3點傷害。
425.cardName;毀滅之錘
425.cardText;造成5點傷害。將<b>毀滅之錘</b>洗回你的牌組。
426.cardName;地火撼動者
426.cardText;{gift}：對所有敵方造成2點傷害。因此而摧毀的每個敵方都會讓此生物獲得+2/+2。
427.cardName;死亡渴望
427.cardText;摧毀目標生物。該生物的操控者獲得等同於該生物召喚費用的{faeria|1}並抽兩張牌。
428.cardName;瓶裝閃電
428.cardText;對目標生物造成6點傷害，並對它相鄰的敵方造成3點傷害。
429.cardName;舞動之刃
429.cardText;{flying}、{jump}\n在你回合結束時，對所有相鄰敵方造成3點傷害。
430.cardName;末日鐮刀
430.cardText;摧毀目標生物。在其所在位置召喚一個6/1<b>殺戮闇影</b>。
431.cardName;鑲飾之鵲
431.cardText;{flying}、{haste}\n每當此生物攻擊主神時，將一張隨機的<b>寶藏卡</b>加入您的手牌。
432.cardName;混沌之輪
432.cardText;{options|摧毀2座空曠的地瑰|摧毀一個攻擊力小於等於5的生物|獲得7點生命}\n- 摧毀2座空矌地瑰。\n- 摧毀一個攻擊小於等於5的生物。\n- 獲得7點生命。
433.cardName;烏拉妮的徽章
433.cardText;選定一個友方生物。將其他所有友方生物都複製成該生物。
500.cardName;天才猴子
500.cardText;{taunt}\n{gift} - 於對手的下個回合中，對方生物每次採集靈力便會讓此生物獲得+2/+2。
501.cardName;無畏探險家
501.cardText;{gift} - 將一張 <b>探索</b> 放入雙方手中。
502.cardName;冰晶花
502.cardText;{gift} - {swallow}目標生物。\n在你回合結束時，對此建築造成1點傷害。
503.cardName;氂牛投擲車
503.cardText;{ranged_attack}\n每當此生物攻擊時，於攻擊目標旁的隨機地點召喚一隻2/2<b>憤怒氂牛<b>
504.cardName;呱呱，友善的礦工
504.cardText;{gift} - 將一張隨機<b>寶藏<b>放入您的友軍手中。
505.cardName;摩畢，蒼藍空鯨
505.cardText;{flying}，{charge|3}\n無法採集靈力。\n{gift} - {swallow} 目標生物。
506.cardName;氣球魚
506.cardText;{flying}, {dash|2}\n{gift} - {swallow} 吞噬目標友方生物。如無法吞噬友方生物，則此生物死亡。
507.cardName;皇帝凱歐思
507.cardText;{production} - 所有敵方生物-1/-0。摧毀所有攻擊力低於0的敵方生物。
508.cardName;天堂種子
508.cardText;{flying}, {dash|1}\n{gift} - {options|當該生物在海洋上收集了仙靈時，會自毀並且創造{green}|當該生物在海洋上收集了仙靈時，會自毀並且創造{blue}|當該生物在海洋上收集了仙靈時，會自毀並且創造{red}|當該生物在海洋上收集了仙靈時，會自毀並且創造{yellow}}\n當該生物在海洋上收集仙靈時，會自毀並且創造一塊您選定顏色的地塊。
509.cardName;永生樹
509.cardText;{production} - 獲得7點生命值。\n 隨機一張手牌中的生物獲得+7/+7。
510.cardName;瑞寇的禮物
510.cardText;每個友方生物都會讓目標生物獲得+1/+1。
511.cardName;好奇生機師
511.cardText;{gift} - 場面上的每個敵方生物都會讓您自牌庫中抽取一個非藍生物。
512.cardName;福咕嚕，奇蹟商人
512.cardText;{jump}\n{gift} - {options|抽一張 <b>加百列的骨灰罈</b>|抽一張 <b>水晶龍</b>|抽一張 <b>烏拉妮的徽章</b>}\n- 抽一張 <b>加百列的骨灰罈</b>\n- 抽一張 <b>水晶龍</b>\n- 抽一張 <b>烏拉妮的獎章</b>
513.cardName;跳跳河豚君
513.cardText;{jump}\n{gift} - 若您控制大於等於8個特殊地塊，此生物獲得 +3/+3。
514.cardName;拖曳爪鈎
514.cardText;目標生物於本回合獲得{ranged_attack}。該生物可於攻擊後移動到攻擊目標的周圍地塊。
515.cardName;瑞寇狂歡者
515.cardText;{last_words} - 獲得等同於此生物攻擊力的{faeria|1}。
516.cardName;CAP-10，御空海賊
516.cardText;{combat} - 自牌庫中抽一張<b>鋼鐵禮讚</b>；若牌庫中無此牌，則將一張洗入牌庫。
517.cardName;閃光三文魚
517.cardText;{divine},{flying}, {haste}, {charge|2}\n無法採集靈力。\n回合結束時摧毀此生物並抽一張牌。
518.cardName;鬼蝠魟騎士
518.cardText;{flying}\n{last_words} - 於此生物死亡之處召喚一個擁有{flying} 以及{charge|2} 的2/2<b>飛天蝠魟</b>。
519.cardName;伊斯塔努，永恆之光
519.cardText;{flying}, {charge|3}\n{last_words} - 隨機友方生物變成<b>伊斯塔努</b>。
520.cardName;幻形章魚
520.cardText;{options|獲得 +2/+0。|獲得 +0/+2。|獲得 {jump}。|獲得 {taunt}。}，兩次:\n- 獲得 +2/+0\n- 獲得 +0/+2\n- 獲得 {jump}\n- 獲得 {taunt}
521.cardName;呱呱投手
521.cardText;{gift}：此生物與目標生物交戰。 在目標周圍的隨機位置召唤一隻擁有 {jump} 的2/2 <b>青蛙</b>。
522.cardName;天堂之徑
522.cardText;{options|創造{green}|創造{blue}|創造{red}|創造{yellow}}\n- 創造一塊特殊地塊。\n本回合在此特殊地塊召喚的生物獲得+2/+0增益。
523.cardName;翡翠火蜥
523.cardText;{gift} - 對周圍的敵方生物造成2點傷害。周圍友方生物獲得+2/+2。
524.cardName;空之劍魚
524.cardText;{flying}，{taunt}，{dash|1}
525.cardName;蜂擁鯽魚
525.cardText;{flying}\n可以召喚於友方生物周圍。\n{gift} - 依據友方<b>蜂擁鯽魚<b>的死亡次數額外召喚此生物。
526.cardName;守夢者
526.cardText;{taunt}\n{gift} - 將你所有手牌的費用減少{faeria|1}，然後將它們洗入你的牌庫並抽取同樣數量的手牌。
527.cardName;寶殼烏龜
527.cardText;{gift} - 抽一張牌，然後複製它。它們的費用減少{faeria|2}。
528.cardName;鬼蝠魟分隊
528.cardText;每當你抽到這張卡時，複製它。\n召喚一個具{flying}和{charge|2}的2/2<b>飛天蝠魟</b>。
529.cardName;蒼空拖船
529.cardText;{flying}，{dash|1}\n每當此生物要離開地塊時，該地塊會隨著此生物移動。
530.cardName;瑞寇酋長
530.cardText;{dash|1}\n相鄰的友方生物+1/+0。
531.cardName;浮空海葵
531.cardText;{flying}，{taunt}\n可召喚在任何地方。
532.cardName;烏拉妮，蒼空薩滿
532.cardText;{gift} - 從你的牌庫中抽一張綠色卡牌，一張藍色卡牌，一張紅色卡牌，和一張黃色卡牌。
549.cardName;現實粉碎者
549.cardText;{flying}\n{production} - 此建築獲得2點生命值。\n當此建築擁有10點以上生命時，<b>遊戲崩潰<b>。
550.cardName;冰晶花
550.cardText;一個囚犯被禁錮於其中。
551.cardName;冰晶花
551.cardText;一個囚犯被禁錮於其中。
552.cardName;冰晶花
552.cardText;一個囚犯被禁錮於其中。
553.cardName;飛天鬼蝠魟
553.cardText;{flying}，{charge|2}
555.cardName;憤怒氂牛
556.cardName;你是贏家！
556.cardText;對你的對手造成100點傷害。
557.cardName;偉大君王凱歐斯
557.cardText;{production}：給予所有敵方生物-1/-0。接著摧毀所有攻擊力為0的敵方生物。
601.cardName;萊雅，悲愴夫人
601.cardText;{deathtouch}\n{last_words}：召喚一個<b>閃爍雕像</b>在萊雅的位置上。
602.cardName;帝國馭龍者
602.cardText;{flying}、{charge|2}\n{corrupt}：獲得+2/+2。
603.cardName;紊亂猴
603.cardText;{gift} - 靈井停止生產靈力。依照乾枯靈井數量此生物獲得+1/+1。
604.cardName;帝國騎兵
604.cardText;{corrupt}：獲得此地塊的控制權。
605.cardName;墮落探索者
605.cardText;{corrupt}：抽一張卡並獲得{faeria|1}。
606.cardName;疫病騎士
606.cardText;此生物受到的傷害也會對主神造成傷害。
607.cardName;黯影仙靈
607.cardText;{flying}、{charge|2}，{protection}\n{corrupt}：從牌庫中抽兩張法術卡。
608.cardName;凱歐斯，發狂主宰
608.cardText;{divine}\n凱歐斯的攻擊等同於他的生命。\n{corrupt}：從一切各吸取1生命。
609.cardName;傾盆大魚
609.cardText;在隨機的位置召喚6隻<b>紅寶魚<b>。每隻落在地塊上的魚對相鄰的敵方生物造成1點傷害。
610.cardName;飛天食人魚
610.cardText;{flying}\n當相鄰的生物死亡，此生物獲得{deathtouch}和{jump}。
611.cardName;滔天巨蛇
611.cardText;{corrupt} ： 在所有相鄰的地塊召喚具有{haste}的2/1<b>巨蛇之首<b>。它們會在回合結束時死亡。
612.cardName;詭異樹人
612.cardText;{taunt}
613.cardName;腐爛野豬
613.cardText;{dash|1}\n{corrupt}：抽取你牌堆中最上方一個大於等於5生命的生物。給予該生物+2/+2。
614.cardName;貓又
614.cardText;{taunt}\n{corrupt}：此生物的攻擊力加倍。
615.cardName;貝德烏理翁，邪惡巨匠
615.cardText;{protection}\n{corrupt}：加入一張<b>毀滅之錘</b>到你的手中。
616.cardName;怨靈
616.cardText;{last_words}：對自己主神造成2點傷害。
617.cardName;浩劫
617.cardText;對一個敵方生物或建築造成9點傷害。
618.cardName;著魔鮭魚
618.cardText;{haste}、{flying}、{charge|2}\n無法收穫靈力。\n當此生物攻擊敵方主神，獲得+1/+1。
619.cardName;心靈竊取
619.cardText;從一個敵方生物吸取1點生命。如果因此殺了它，加入一張複製品到你的手中。其轉化為{wild}。
620.cardName;熾陽
620.cardText;{flying},{divine}\n{corrupt}：破壞一個靈井。
622.cardName;氂牛之母
622.cardText;{gift} - 在氂牛之母周圍召喚兩隻有{taunt}和{flying}的 4/4 <b>氂牛守衛<b>。\n每隻本場遊戲中死去的氂牛都會降低{faeria|1}。
623.cardName;瑞寇英雄
623.cardText;{dash|2}\n{gift}：場上其他每個友方瑞寇讓此生物獲得+1/+1。
624.cardName;孤獨河豚
624.cardText;當你控制另一隻野獸的時候具有+2/+0和{jump}。
625.cardName;拉帕拉，狂亂之魚
625.cardText;{aquatic}\n{gift}：用<b>紅寶魚<b>塞滿你對手的手牌。看看那個傻子。
626.cardName;寶藍氂牛
626.cardText;友方犛牛每次在敵方靈泉收集了仙靈時，都會獲得+2/+2增益。
627.cardName;獵殺
627.cardText;給予一個友方野獸+2/+0，然後與目標敵方生物交戰。
628.cardName;翡翠氂牛
628.cardText;{gift}：在一片你控制的草原上召喚一個<b>無法收穫靈力</b>且具{taunt}的1/1<b>幼年氂牛<b>。
629.cardName;瑪金娜塔，永生之魂
629.cardText;{protection}、{divine}\n{gift}：一個友方生物吞噬瑪金娜塔。給予它+5/+5、{flying}和{charge|2}。
630.cardName;炎浪蠑螈
640.cardName;瑞寇直升機
640.cardText;{flying}, {dash|1}\n{gift}：對相鄰的敵方生物造成2點傷害。
641.cardName;紅寶氂牛
641.cardText;每當友方氂牛受到傷害，對敵方主神造成1點傷害。
642.cardName;幽魂龍
642.cardText;{flying}, {charge|2}, {protection}
643.cardName;獅子魚
643.cardText;{flying}, {deathtouch}
644.cardName;黃玉氂牛
644.cardText;你可以在另一隻氂牛旁召喚此生物。如果你這麼做，此生物獲得{haste}。
645.cardName;瑞寇戰爭機器
645.cardText;{charge|2}\n{gift}：此生物會{swallow}另一個友方的瑞寇以獲得+2/+0。
646.cardName;瑞寇砲手
646.cardText;{gift} - 您可以犧牲另一隻瑞寇。當您這樣選擇時，會對一個敵方生物造成3點傷害。
647.cardName;瑞寇幻術師
647.cardText;{gift}：你可以變形另一個友方瑞寇成為4/4 {flying} {charge|2}的<b>Dune Drake</b>到你的下個回合開始為止。
648.cardName;瑞寇護盾兵
648.cardText;{last_words}：在死亡的地方召喚一隻1/1瑞寇。
649.cardName;瑞寇號令者
649.cardText;{combat}：給予自己手中隨機一隻瑞寇+1/+1。
650.cardName;瑞寇招募官
650.cardText;{gift}：新增一隻1/1的瑞寇到你的手中。它花費為{faeria|0}。
653.cardName;詛咒之塔
653.cardText;{activate}：給予一個生物-1/-1。對此建築造成1點傷害。
654.cardName;嘯憎，噬天者
654.cardText;{flying},{charge|3}\n當嘯憎第一次在戰鬥中殺死生物時，改為吞噬它並獲得其控制權。
655.cardName;帝國前哨站
655.cardText;所有友方中立生物獲得+1/+0。
656.cardName;毀滅齊射
656.cardText;對一個生物造成2點傷害。如果它具有{flying}，改為造成5點傷害。
658.cardName;雷迪恩，蒼空之災
658.cardText;{flying}\n{gift} - 下一回合，敵方生物將無法移動。
659.cardName;爆裂河馬
659.cardText;{combat}：對所有相鄰敵方造成2點傷害。
660.cardName;野獸訓練師
660.cardText;{gift}：你手中隨機一隻野獸召喚費用減少{faeria|5}。
661.cardName;狗頭人走私者
661.cardText;{corrupt}：在相鄰的位置隨機召喚一個4/3的塞弗的飼料。
662.cardName;伊努斯之怒
662.cardText;共造成{dynamic_number|0|0}點傷害，這些傷害會隨機分配給敵人。\n本局遊戲中，您每次從神力輪中選定+{faeria|1}後，此牌的傷害都會增加1點（在手牌或套牌中生效）。
663.cardName;伊努斯祭祀
663.cardText;{gift}：刷新你的神力輪。\n{corrupt}：刷新你的神力輪。
664.cardName;火焰監視者
664.cardText;每當你從神力輪選擇+{faeria|1}時，此生物獲得+1/+1。
665.cardName;遮天荒蟲
665.cardText;{gift}：此生物和你的對手交戰。
666.cardName;穢蠅
666.cardText;{flying}\n{corrupt}：新增一個<b>穢蠅<b>到你的手中。
667.cardName;枯蕪幽鬼
667.cardText;{charge|2}\n{production}：如果你的對手持有四張以上的手牌，此生物獲得+1/+1。
668.cardName;塵埃怨靈
668.cardText;{corrupt}：你的對手的所有手牌消費增加{faeria|1}。
669.cardName;瘠空禿鷹
669.cardText;{flying}\n{gift}：破壞一個生命值為1的生物並獲得它的攻擊力。
671.cardName;霹靂電鰻
671.cardText;{flying}\n{gift} - 您可以對目標生物造成2點傷害。如果該生物位於海洋上，則可對其造成4點傷害。
676.cardName;遊蕩氂牛
676.cardText;{gift}：創造一塊草原。\n{dash|1}
677.cardName;氂牛牧者
677.cardText;{gift}：給予2隻友方氂牛+2/+0和{charge|2}直到回合結束。
678.cardName;蒼空氂牛
678.cardText;{flying}\n當你控制6塊草原時獲得+2/+2。
679.cardName;擁腫蟾蜍
679.cardText;{jump}\n此生物與一隻被它吞噬的敵方2/2<b>青蛙</b>一同入場。
680.cardName;鏡中幻象
680.cardText;{gift}：轉化一隻敵方生物成為5/3的<b>象幻中鏡<b>。
685.cardName;蛹
685.cardText;{gift}：{swallow}一個友方生物。\n{production}：被吞噬的生物獲得+1/+1。\n{activate}：摧毀此建築。
686.cardName;蒼綠使徒
686.cardText;{last_words}：給予所有你手中的生物+1/+1。
692.cardName;溫順者的救主
692.cardText;{gift}：給予另一個攻擊力恰好為1的友方生物+2/+2和{divine}。
694.cardName;巨蛇之首
694.cardText;{haste}\n在回合結束時死亡。
695.cardName;氂牛守衛
695.cardText;{flying},{taunt}
696.cardName;幼年氂牛
696.cardText;{taunt}\n此生物無法採集靈力。
697.cardName;沙丘飛龍
697.cardText;{flying}、{charge|2}\n此生物無法採集靈力。
698.cardName;虛影幻象
698.cardText;{gift}：轉化另一隻友方生物成為3/5的<b>鏡中幻象<b>。
699.cardName;瑞寇
9991.cardName;給予迅捷
9992.cardName;元氣玉
9992.cardText;獲得{faeria|100}並在隨機位置創造各顏色的地塊各一座。
9993.cardName;去死吧你！
9993.cardText;造成100點傷害。
9994.cardName;山脈
9995.cardName;湖泊
9996.cardName;沙漠
9997.cardName;森林
9998.cardName;草原
9999.cardName;神座
682.cardName;崔頓領主
682.cardText;{jump}\n可以被召喚在相鄰友軍崔頓的位置。如果你這麼做，則此生物獲得+1/+1。
670.cardName;作祟稻穀
670.cardText;在您的回合結束時，如果對手擁有4張或更多手牌，則抽取一張牌並吸取敵方神明1點生命。
675.cardName;獨角羊駝
675.cardText;{combat}：所有玩家抽取一張卡片和獲得2生命值。
681.cardName;崔頓軍師
681.cardText;{jump}\n{gift}：每有一隻相鄰的友方崔頓就獲得+1/+0。
683.cardName;熱烈宴會
683.cardText;{dash|1}\n在你的回合結束時，隨機一個相鄰的友方生物吞噬此並獲得+1/+1。
688.cardName;盛開樹靈
688.cardText;{gift} - 隨機創造{green}{green}{green}。
689.cardName;西風之狐
689.cardText;每當該生物移動到{green}上時，您可以將其瞬移到一塊由您控制的{green}上。
691.cardName;勝利慶典
691.cardText;直到遊戲結束，所有人每回合額外獲得{faeria|1}。
9989.cardName;獲得控制地塊
9990.cardName;獲得控制權
657.cardText;{flying}\n所有你手中的卡片視為{wild}。\n{gift}：新增一個隨機的彩虹之船的操縱手到你的手牌中。它的消費為{faeria|0}。
657.cardName;嘉迦納，彩虹之船
652.cardText;當一個你控制的生物觸發{corrupt}能力時，你從敵方主神吸取兩點生命。
652.cardName;奴化牧師
9988.cardText;給予一個生物{haste}。
9988.cardName;突擊！
9987.cardText;{activate}：抽一張卡。
9987.cardName;智慧之塔
690.cardText;每當德沃迪亞移動到{green}上時，您可以將其瞬移到一塊由您控制的{green}上。若如此做，他會獲得+1/+1增益。
690.cardName;杜迪亞，光輝狐狸部落酋長
687.cardText;{gift}：給予下一隻你抽到的生物+2/+4。
687.cardName;永生樹祭司
684.cardText;該生物可以在被打出的回合收集仙靈。\n{gift} - 您可以移動該生物所在的地塊。
684.cardName;珊瑚蝌蚪
674.cardText;{gift}：如果烏拉妮是你唯一的生物，獲得{taunt},{protection}和{divine}。
674.cardName;烏拉妮，蒼空捍衛者
673.cardText;{gift}：如果你的剩餘牌庫中沒有生物，洗入一張<b>光輝號，帝國飛艇<b>和10隻隨機的中立生物到你的牌庫中。他們獲得+2/+2。
673.cardName;班儂，光輝艦長
9986.cardText;丟棄他們的手牌
9986.cardName;顯示AI的手牌
800.cardText;抽取一張卡牌。\n當您打出第三張<b>藏寶圖</b>時，變更為{discover}一張<b>嘉迦納的寶藏</b>。\n已打出{dynamic_number|0|0}張<b>藏寶圖</b>。
800.cardName;藏寶圖
749.cardText;嗶嗶嗶嗶
749.cardName;機械體
746.cardText;嗶嗶嘟嘟
746.cardName;機械體
745.cardText;{taunt}，{divine}
745.cardName;守護者
744.cardText;{taunt}，{divine}
744.cardName;守護者
743.cardText;召喚兩隻5/5具有{taunt}和{divine}屬性的<b>守護者</b>。
743.cardName;守護者之鑰
742.cardText;{discover}一張生物牌。它獲得+6/+6增益並轉換為{wild}。
742.cardName;巨人之鑰
741.cardText;{options|{discover}一張綠色生物牌。|{discover}一張藍色生物牌。|{discover}一張紅色生物牌。|{discover}一張黃色生物牌。}\n選定一個顏色。{discover}一張相同顏色的生物。它的消耗減少{faeria|3}並轉換為{wild}。
741.cardName;元素之鑰
740.cardText;{divine},{flying},{dash|5}\n必須在同友方生物鄰接的位置召喚。
740.cardName;守護者之矛
739.cardText;您的手牌消耗減少{faeria|1}。
739.cardName;順從虛影
738.cardText;{flying}，{dash|5}\n{gift} - 用<b>極速疾風</b>補滿您的手牌。它們都會轉換為{wild}。
738.cardName;魔法飛毯
737.cardText;{gift} - {swallow}一隻友方生物。\n{production} -吞噬的生物獲得+4/+4增益。\n{activate} - 摧毀該單位。
737.cardName;水晶繭
736.cardText;{charge|3}，{flying}\n{gift} – 摧毀您牌組中所有的<b>藏寶圖</b>。每摧毀一張，該生物都會獲得+1/+1增益。\n可摧毀{dynamic_number|0|0}張。
736.cardName;遠古石像鬼
735.cardText;{charge|5}，{flying}\n{last_words} - 對鄰接的所有敵人造成5點傷害。
735.cardName;泰瑞爾法球
734.cardText;{jump}\n對同該生物著陸地鄰接的所有敵人造成3點傷害。
734.cardName;索洛科，大副
733.cardText;{flying}，{jump}
733.cardName;掠翼飛兵
732.cardText;{discover}一張地塊需求為4塊或以上的卡牌，並將其轉換為{wild}。
732.cardName;泰瑞爾探險隊
731.cardText;{flying}，{dash|2}
731.cardName;飛空機械體
730.cardText;{discover}兩張消耗為{faeria|7}或以上的非傳奇卡牌。它們會轉換為{wild}。
730.cardName;水晶香料
729.cardText;賦予一隻生物+3/+3增益、{charge|3}和{flying}屬性。本回合每死去一個友方生物，都會使其消耗減少{faeria|3}。
729.cardName;靈魂香料
728.cardText;{discover}一個您對手牌對中的事件。將其轉換為{wild}並令其消耗減少{faeria|2}。
728.cardName;等價交換
727.cardText;{flying}\n{gift} -在您的牌組頂部添加一張<b>藏寶圖</b>。\n{last_words} - 將阿雅納放回您的手牌。
727.cardName;阿雅納，嘉迦納之魂
726.cardText;{gift} - 將一張<b>藏寶圖</b>洗入您的牌組。
726.cardName;阿瑪伊地圖商
724.cardText;{flying}\n{gift} - {discover}費用為{faeria|5}的非傳奇卡片。將您未選定的兩張卡牌加到對手的手牌中。它們都會變換為{wild}。
724.cardName;阿瑪伊商人
723.cardText;{dash|1}\n在您的回合結束時，如果該生物位於敵方地塊，則將兩張<b>藏寶圖</b>洗入您的牌組。
723.cardName;科爾丹冒險者
722.cardText;在您的回合結束時，使其他所有友方機械體獲得+1/+1，並使得自身受到1點傷害。
722.cardName;廢足，廢料堆
721.cardText;所有友方機械體都會對其鄰接的敵人造成2點傷害。
721.cardName;起爆
720.cardText;{combat} - 在隨機的鄰接地塊召喚一隻4/2的<b>機械體</b>。
720.cardName;碎片合成
719.cardText;{production} - 獲得+3/+0增益。
719.cardName;捉摸不定的鍛造
717.cardText;{dash|1}\n在您的回合結束時，如果該生物位於敵方地塊，則將您的一張手牌的消耗減少{faeria|1}。
717.cardName;食人魔冒險家
715.cardText;您可以在友方非綠生物周圍召喚。
715.cardName;珍奇異寵
714.cardText;{discover}一隻具有{taunt}屬性的生物。它會轉換為{wild}並獲得+0/+3增益。
714.cardName;尋求庇護
713.cardText;{jump}\n鄰接的友方野獸都會獲得+2/+0增益。
713.cardName;児玉野獸守護靈
712.cardText;{gift} - {discover}野獸單位。它會轉換為{wild}。
712.cardName;蒂基動物學家
711.cardText;{dash|1}\n在您的回合結束時，如果該生物位於敵方地塊，則所有鄰接的友方生物都會獲得+1/+1增益。
711.cardName;蒂基冒險家
710.cardText;{jump}\n每次您發現一張寶藏時，福咕嚕會獲得+3/+3增益。
710.cardName;福咕嚕，嘉迦納號船長
709.cardText;{jump}\n{gift} - 抽取三張卡牌。如果其中有任意張<b>藏寶圖</b>，則獲得+2/+2增益。
709.cardName;崔頓觀星者
707.cardText;{gift} - 將一張<b>藏寶圖</b>洗入您的牌組，並抽取一張卡牌。
707.cardName;星殼守護者
706.cardText;將兩張<b>藏寶圖</b>洗入您的牌組，並抽取一張卡牌。
706.cardName;瓶中訊息
705.cardText;{jump}\n{gift} - 移動該生物。\n回合結束時，如果該生物位於敵方地塊，則抽取一張卡牌。
705.cardName;崔頓冒險家
704.cardText;{flying}\n{gift} - 將等於您手牌數量的<b>藏寶圖</b>添加入您的牌組。將您的手牌洗入牌組並抽取等量的卡牌。
704.cardName;嘉迦納，寶物獵人
703.cardText;{flying}，{charge|2}\n{gift} - 如果您的牌組中沒有相同的卡牌，則獲得{haste}與{protection}。\n{last_words} – 並將<b>希萊斯忒</b>洗入您的牌組。
703.cardName;希萊斯忒，水晶巨龍
702.cardText;令一個友方生物獲得若干次+1/+1增益，增益次數等同於其鄰接的敵人數量。
702.cardName;莎拉的激勵
701.cardText;在您的回合結束時，從您的牌組中檢索出一張<b>藏寶圖</b>並將其置於牌組頂。如果您的牌組中沒有<b>藏寶圖</b>，則改為將一張<b>藏寶圖</b>洗入您的牌組。
701.cardName;嘉迦納的羅盤
9985.cardText;播放所有全域動畫
9985.cardName;觀看所有動畫
